date,pr_CA_mmday,tas_CA_C,nino34,enso_phase,source_id,month,year
1903-02-15 00:00:00,1.486756763267199,3.829924798807099,-0.7519199843733532,La Nina,GFDL-ESM4,2,1903
1903-03-16 12:00:00,4.532901085358596,8.424640533420472,-0.4326593864562369,Neutral,GFDL-ESM4,3,1903
1903-04-16 00:00:00,1.489975257176015,13.536018976470132,-0.32175341079487224,Neutral,GFDL-ESM4,4,1903
1903-05-16 12:00:00,2.088643743445969,12.904336578715288,-0.16195265687532584,Neutral,GFDL-ESM4,5,1903
1903-06-16 00:00:00,1.1200465804600896,18.320071446094005,0.011383904832973713,Neutral,GFDL-ESM4,6,1903
1903-07-16 12:00:00,0.18123899656477135,20.861915611031407,0.16675695389463954,Neutral,GFDL-ESM4,7,1903
1903-08-16 12:00:00,0.31151437301534796,21.332252402827294,0.30307091004684705,Neutral,GFDL-ESM4,8,1903
1903-09-16 00:00:00,0.285824284007885,19.86450686531316,0.514770261481192,El Nino,GFDL-ESM4,9,1903
1903-10-16 12:00:00,1.0366541873666677,12.356357821320387,0.6486649863038452,El Nino,GFDL-ESM4,10,1903
1903-11-16 00:00:00,0.3957415843706975,7.229163840590047,0.7172072145414745,El Nino,GFDL-ESM4,11,1903
1903-12-16 12:00:00,1.433022664854873,2.6374815035409256,0.7742470419477968,El Nino,GFDL-ESM4,12,1903
1904-01-16 12:00:00,3.090846988684067,6.469664962469437,0.8881813703686816,El Nino,GFDL-ESM4,1,1904
1904-02-15 00:00:00,7.124689337530754,7.774923945977605,0.9055961505099163,El Nino,GFDL-ESM4,2,1904
1904-03-16 12:00:00,2.8743159924133623,8.45081553720837,0.9359797939408281,El Nino,GFDL-ESM4,3,1904
1904-04-16 00:00:00,1.8393225680278562,9.11138574998347,1.0267611013981992,El Nino,GFDL-ESM4,4,1904
1904-05-16 12:00:00,2.2634474692471116,12.373069959066527,1.0566402500972003,El Nino,GFDL-ESM4,5,1904
1904-06-16 00:00:00,0.7780264605275553,17.584001478594416,1.0881507507657489,El Nino,GFDL-ESM4,6,1904
1904-07-16 12:00:00,0.31326163727137396,20.57053765597925,1.2218901690269148,El Nino,GFDL-ESM4,7,1904
1904-08-16 12:00:00,0.19386850101870792,21.789712049278478,1.3072570096217873,El Nino,GFDL-ESM4,8,1904
1904-09-16 00:00:00,0.6938693488500924,20.816814586892747,1.314517135275355,El Nino,GFDL-ESM4,9,1904
1904-10-16 12:00:00,2.5639610943995654,13.454575389940032,1.2580450452196033,El Nino,GFDL-ESM4,10,1904
1904-11-16 00:00:00,0.9826227222846925,8.351939522405985,1.0837422051960288,El Nino,GFDL-ESM4,11,1904
1904-12-16 12:00:00,1.8144261165789783,5.535627824491542,0.8585225356608248,El Nino,GFDL-ESM4,12,1904
1905-01-16 12:00:00,1.94522070455746,5.575083365115006,0.7453710008257645,El Nino,GFDL-ESM4,1,1905
1905-02-15 00:00:00,5.478759705441326,6.979976319431842,0.6294982048203451,El Nino,GFDL-ESM4,2,1905
1905-03-16 12:00:00,1.3069021011368345,7.62972016267463,0.2081423429535903,Neutral,GFDL-ESM4,3,1905
1905-04-16 00:00:00,1.7951902304525433,9.724453425401123,-0.19757550882967506,Neutral,GFDL-ESM4,4,1905
1905-05-16 12:00:00,0.9147906322499808,13.650300849651558,-0.6922736877461148,La Nina,GFDL-ESM4,5,1905
1905-06-16 00:00:00,1.132071215008167,16.94261379053779,-1.3887714605865995,La Nina,GFDL-ESM4,6,1905
1905-07-16 12:00:00,0.2516188651923095,19.660802830823513,-2.0950463153337524,La Nina,GFDL-ESM4,7,1905
